"domainid","siteid","plotid","date","enddate","plottype","plotsize","mixedsite","yearboutbegan","samplingprotocolversion","targettaxapresent","randomsubplota","randomsubplotb","treespresent","treesabsentlist_ingest","shrubspresent","shrubsabsentlist_ingest","lianaspresent","lianasabsentlist_ingest","cactipresent","cactiabsentlist_ingest","fernspresent","fernsabsentlist_ingest","yuccaspresent","yuccaabsentlist_ingest","palmspresent","palmsabsentlist_ingest","ocotillospresent","ocotillosabsentlist_ingest","xerophyllumpresent","xerophyllumabsentlist_ingest","nestedsubplotareashrubsapling","nestedsubplotarealiana","nestedsubplotareaother","totalsampledareatrees","totalsampledareashrubsapling","totalsampledarealiana","totalsampledareaother","remarks","dataqf"
"D01","HARV","HARV_037","2016-07-27T00:00:00.000Z","2016-07-27","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","23","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D01","HARV","HARV_048","2016-07-28T00:00:00.000Z","2016-07-28","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y","presentInAll","Y","presentInAll","N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D01","HARV","HARV_034","2016-07-26T00:00:00.000Z","2016-07-26","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","100",800,800,800,400,NA,NA
"D01","HARV","HARV_033","2016-10-10T00:00:00.000Z","2016-10-10","tower","1600","FALSE",2016,"NEON.DOC.000987vE","N","21","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","noneSelected","100",400,400,400,400,NA,NA
"D01","HARV","HARV_040","2017-07-12T00:00:00.000Z","2017-07-12","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","41_4","N",NA,"N",NA,"N",NA,"N",NA,"1","noneSelected","1",800,4,800,4,NA,NA
"D01","HARV","HARV_035","2017-07-11T00:00:00.000Z","2017-07-11","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","21","23","Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",400,400,400,400,NA,NA
"D01","HARV","HARV_037","2017-07-11T00:00:00.000Z","2017-07-11","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","23","N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,800,NA,NA
"D01","HARV","HARV_046","2016-09-26T00:00:00.000Z","2016-09-26","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","41","Y","presentInAll","Y","presentInAll","N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","10",800,40,800,40,NA,NA
"D01","HARV","HARV_050","2017-07-11T00:00:00.000Z","2017-07-11","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","21","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D01","HARV","HARV_051","2016-10-05T00:00:00.000Z","2016-10-05","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y","presentInAll","Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D01","HARV","HARV_038","2017-07-12T00:00:00.000Z","2017-07-12","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","39","Y","presentInAll","Y",NA,"N",NA,"N",NA,"Y","23_4|39_1|39_3","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","10",800,400,800,40,NA,NA
"D01","HARV","HARV_041","2017-07-12T00:00:00.000Z","2017-07-12","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","39","Y","presentInAll","Y",NA,"N",NA,"N",NA,"Y","23_2|23_4|39_3","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","100",800,400,800,400,NA,NA
"D01","HARV","HARV_046","2017-07-17T00:00:00.000Z","2017-07-17","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","21","41","Y","presentInAll","Y",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","10",800,40,800,40,NA,NA
"D01","HARV","HARV_049","2017-07-12T00:00:00.000Z","2017-07-12","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","41","Y","presentInAll","Y",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","100",800,400,800,400,NA,NA
"D01","HARV","HARV_052","2016-08-24T00:00:00.000Z","2016-08-24","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","41","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,0,800,NA,NA
"D01","HARV","HARV_048","2016-08-17T00:00:00.000Z","2016-08-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D01","HARV","HARV_045","2017-07-10T00:00:00.000Z","2017-07-10","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","21","23","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","25",800,400,800,100,NA,NA
"D01","HARV","HARV_052","2017-07-11T00:00:00.000Z","2017-07-11","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","41","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D01","HARV","HARV_051","2017-07-12T00:00:00.000Z","2017-07-12","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","23","39","Y","presentInAll","Y",NA,"N",NA,"N",NA,"Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","25",800,400,800,100,NA,NA
"D01","HARV","HARV_036","2017-07-10T00:00:00.000Z","2017-07-10","tower","1600","FALSE",2017,"NEON.DOC.000987vG","Y","21","23","Y","presentInAll","N",NA,"N",NA,"N",NA,"Y","23_2","N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","1",800,100,800,4,NA,NA
"D02","SERC","SERC_044","2016-10-18T00:00:00.000Z","2016-10-18","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",400,400,400,400,NA,NA
"D02","SERC","SERC_045","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","41","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",400,400,400,400,NA,NA
"D02","SERC","SERC_048","2016-10-20T00:00:00.000Z","2016-10-20","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,800,NA,NA
"D02","SERC","SERC_047","2016-10-17T00:00:00.000Z","2016-10-17","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","23","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",400,400,400,400,NA,NA
"D02","SERC","SERC_049","2016-10-17T00:00:00.000Z","2016-10-17","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D02","SERC","SERC_050","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","23","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D02","SERC","SERC_051","2016-10-24T00:00:00.000Z","2016-10-24","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_052","2016-10-12T00:00:00.000Z","2016-10-12","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_053","2016-10-18T00:00:00.000Z","2016-10-18","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_055","2016-10-19T00:00:00.000Z","2016-10-19","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","100","noneSelected",800,40,400,800,NA,NA
"D02","SERC","SERC_054","2016-10-13T00:00:00.000Z","2016-10-13","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D02","SERC","SERC_056","2016-10-17T00:00:00.000Z","2016-10-17","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_057","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_058","2016-10-25T00:00:00.000Z","2016-10-25","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,800,NA,NA
"D02","SERC","SERC_043","2016-10-19T00:00:00.000Z","2016-10-19","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,0,NA,NA
"D02","SERC","SERC_059","2016-10-12T00:00:00.000Z","2016-10-12","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D02","SERC","SERC_060","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SERC","SERC_061","2016-10-18T00:00:00.000Z","2016-10-18","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,800,NA,NA
"D02","SERC","SERC_062","2016-10-24T00:00:00.000Z","2016-10-24","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D02","SERC","SERC_067","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","21","39","Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D02","SCBI","SCBI_063","2016-10-04T00:00:00.000Z","2016-10-04","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,"sap sis sms smt nested subplot reduced from 100m2 to 25m2 many tags removed no lianas",NA
"D02","SCBI","SCBI_062","2016-10-05T00:00:00.000Z","2016-10-05","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_049","2016-09-28T00:00:00.000Z","2016-09-28","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D02","SCBI","SCBI_047","2016-10-26T00:00:00.000Z","2016-10-26","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",400,400,400,400,NA,NA
"D02","SCBI","SCBI_052","2016-10-12T00:00:00.000Z","2016-10-12","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","100","noneSelected",800,100,400,800,NA,NA
"D02","SCBI","SCBI_053","2016-10-24T00:00:00.000Z","2016-10-24","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","100","noneSelected",800,40,400,800,NA,NA
"D02","SCBI","SCBI_045","2016-10-27T00:00:00.000Z","2016-10-27","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","100","noneSelected",400,400,400,400,NA,NA
"D02","SCBI","SCBI_046","2016-10-10T00:00:00.000Z","2016-10-10","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,0,NA,NA
"D02","SCBI","SCBI_054","2016-10-25T00:00:00.000Z","2016-10-25","tower","1600","FALSE",2016,"NEON.DOC.000987vF","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","100","noneSelected",800,100,400,800,NA,NA
"D02","SCBI","SCBI_048","2016-10-13T00:00:00.000Z","2016-10-13","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_050","2016-10-20T00:00:00.000Z","2016-10-20","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","noneSelected","noneSelected",800,40,800,800,NA,NA
"D02","SCBI","SCBI_051","2016-10-12T00:00:00.000Z","2016-10-12","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_055","2016-09-30T00:00:00.000Z","2016-09-30","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D02","SCBI","SCBI_056","2016-10-11T00:00:00.000Z","2016-10-11","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","23","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_057","2016-10-24T00:00:00.000Z","2016-10-24","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","23","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_058","2016-10-07T00:00:00.000Z","2016-10-07","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","100","noneSelected",800,40,400,800,NA,NA
"D02","SCBI","SCBI_061","2016-10-19T00:00:00.000Z","2016-10-19","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","100","noneSelected",800,40,400,800,NA,NA
"D02","SCBI","SCBI_064","2016-10-06T00:00:00.000Z","2016-10-06","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_066","2016-10-06T00:00:00.000Z","2016-10-06","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",800,100,800,800,NA,NA
"D02","SCBI","SCBI_067","2016-10-28T00:00:00.000Z","2016-10-28","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"25","noneSelected","noneSelected",400,400,400,400,NA,NA
"D03","OSBS","OSBS_037","2016-08-24T00:00:00.000Z","2016-08-24","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y","presentInAll","Y","presentInAll","N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,"recently burned - many fire sprouts",NA
"D03","OSBS","OSBS_039","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"Y","21","N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D03","OSBS","OSBS_040","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y","39_1","N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","25",800,800,800,100,NA,NA
"D03","OSBS","OSBS_028","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"100","100","noneSelected",800,400,400,800,NA,NA
"D03","OSBS","OSBS_037","2016-05-16T00:00:00.000Z","2016-05-16","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y","21","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D03","OSBS","OSBS_033","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y","21_4|41_4","N",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","25",800,400,800,100,NA,NA
"D03","OSBS","OSBS_044","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","N",NA,"N",NA,"N",NA,"N",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D03","OSBS","OSBS_038","2016-05-16T00:00:00.000Z","2016-05-16","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"Y","41","N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D03","OSBS","OSBS_031","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y","23_4","N",NA,"N",NA,"N",NA,"N",NA,"100","100","100",800,400,400,400,NA,NA
"D03","OSBS","OSBS_036","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","39","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D03","OSBS","OSBS_025","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","N","23","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D03","OSBS","OSBS_030","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","N","39","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D03","OSBS","OSBS_043","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","39","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"noneSelected","noneSelected","noneSelected",800,800,800,800,NA,NA
"D03","OSBS","OSBS_035","2016-05-17T00:00:00.000Z","2016-05-17","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","23","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"100","noneSelected","noneSelected",800,400,800,800,NA,NA
"D03","OSBS","OSBS_034","2016-05-18T00:00:00.000Z","2016-05-18","tower","1600","FALSE",2016,"NEON.DOC.000987vE","Y","21","41","Y",NA,"Y",NA,"Y",NA,"N",NA,"Y",NA,"N",NA,"N",NA,"N",NA,"N",NA,"10","10","100",800,40,40,400,NA,NA
