,plot,mean.height_mean,mode.el_mean,height.2_mean,max.el_mean,mode.2_mean,max.can.ht_mean,mean.max.ht_mean,mean.vai_mean,max.vai_mean,deep.gaps_mean,porosity_mean,std.std_mean,mean.std_mean,rugosity_mean,top.rugosity_mean,plot_1_mean,mean.return.ht_mean,sd.return.ht_mean,sky.fraction_mean,cover.fraction_mean,max.ht_mean,rumple_mean,clumping.index_mean,mean.height_sd,mode.el_sd,height.2_sd,max.el_sd,mode.2_sd,max.can.ht_sd,mean.max.ht_sd,mean.vai_sd,max.vai_sd,deep.gaps_sd,porosity_sd,std.std_sd,mean.std_sd,rugosity_sd,top.rugosity_sd,plot_1_sd,mean.return.ht_sd,sd.return.ht_sd,sky.fraction_sd,cover.fraction_sd,max.ht_sd,rumple_sd,clumping.index_sd
1,AFA4,9.053139872,8.175,5.85435277,19,6.188244905,20.079,13.369275,3.345926515,8.201680672,5,0.754761905,232.9564501,9.018843591,12.31328187,6.789967637,NA,8.283381316,5.597503277,40.11384062,59.88615938,20.079,3.425,0.95086112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,AFD9,5.528268699,4.35,1.869027123,9,1.956399755,22.094,11.917075,6.498117501,8.026229508,0,0.669565217,43.40364041,4.63834231,4.678613151,5.146451789,NA,5.001622078,2.867168365,8.557476785,91.44252321,22.094,5.075,0.818587053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,AFG8,5.449405939,4.1,1.665968231,10,1.827566688,20.423,12.0308,6.319863863,8.023880597,0,0.625,47.34561432,5.526740169,4.098872702,3.943064812,NA,4.757596271,2.756068264,8.817714512,91.18228549,20.423,3.925,0.801301075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,ARNO01,15.38449535,13.7,7.668081841,26,8.479976415,32.551,23.898325,7.429313137,8.335078534,0,0.75,1401.587439,23.62041498,29.045885,8.893726488,NA,14.38975019,9.096946666,1.456188802,98.5438112,32.551,7.3,0.898673431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,ARNO02,14.02382896,12.4875,6.761205357,29,7.625289961,31.312,22.0477,7.442861754,8.023062161,0,0.769698767,771.086676,17.97318013,20.95750326,7.283120943,NA,12.84150086,7.345683515,2.130538587,97.86946142,31.312,6.4,0.940259608,1.292109847,1.537957249,2.224432334,5.656854249,2.448322086,2.431033114,1.598768432,0.054736388,0.003075112,0,0.021015294,230.1006389,2.294267087,3.522129657,1.100683291,2.828427125,0.508114806,1.160131444,0.779731946,0.779731944,2.431033114,1.449568901,0.037843232
6,ARNO03,5.077847747,4.15,2.216946553,13,2.584085912,25.162,8.7816,7.681397147,8.169411765,0,0.772115385,118.1947873,4.985457551,9.661262875,5.700378574,NA,4.570564288,3.120733625,0.72611465,99.27388535,25.162,4.2,0.791588017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,ARNO04,4.688413139,4.5,2.027690541,18,3.619392214,21.51,8.9867,7.606980923,8.046376812,0,0.779347826,193.2324994,5.771577053,12.64600323,4.795149628,NA,3.714298495,2.348579655,1.196937031,98.80306297,21.51,5.175,0.725052524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,ARNO05,5.98392462,5.325,3.565461028,19,4.03327946,24.386,10.73496,7.472010895,8.249532001,0,0.783445513,97.80785112,5.363269187,8.060303176,5.761428671,NA,5.324717296,3.982775765,1.57998225,98.42001775,24.386,4.87,0.844012148,0.239967978,0.106066017,1.063184605,0,0.450348299,1.260064284,0.036967543,0.077922051,0.184030219,0,0.02667515,50.86806991,0.525230033,2.805984396,0.535221915,2.828427125,0.073790852,0.854131048,0.294928521,0.294928525,1.260064284,0.664680374,0.048278107
9,ARNO06,4.382839999,3.35,1.843000569,11,2.197157254,28.29,11.749975,7.50826288,9,0,0.794827586,114.0840166,6.151896288,8.731448256,5.957202973,NA,3.839522484,3.040718734,1.075745112,98.92425489,28.29,7.325,0.705117317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,ARNO11,6.389062229,5.133333333,3.016121494,21,4.295216978,26.464,15.5256,7.875631317,8.150943396,0,0.759259259,498.7254817,14.68916474,16.82123423,7.889086821,NA,5.780738792,4.845087532,0.283345577,99.71665442,26.464,6.533333333,0.880163038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,ARNO12,9.576226448,7.745,6.230452335,22.5,6.646590668,28.058,17.700665,7.626991947,8.108538274,0,0.771154762,844.943586,17.409715,22.88079161,8.142884943,NA,8.709752605,7.24516061,0.934242497,99.06575751,28.058,6.62,0.940919932,0.275615162,0.431335137,0.150371769,0.707106781,0.639972644,1.572605481,0.729896833,0.107237427,0.107876505,0,0.002138157,345.8960351,3.111459017,5.191184157,0.2683444,2.828427125,0.292357693,0.094169827,0.16258019,0.16258019,1.572605481,0.735391052,0.009582278
12,ARNO35,7.436786913,6.8,4.913542757,23,6.532993188,26.318,15.25886,7.544172179,8.051948052,0,0.767407407,792.0573396,15.76408831,23.31417722,7.860637052,NA,6.826618171,6.257593421,1.068023798,98.9319762,26.318,6.98,0.868009125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,ARNO36,4.227295322,3.175,1.400833766,8,1.481342297,20.892,8.220975,7.690150387,8.048879837,0,0.760227273,105.1886512,3.596983022,9.604705321,4.486962575,NA,3.731477401,2.155608119,0.846182775,99.15381722,20.892,4,0.676055007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,ARNO5,5.739211563,5,4.541776809,18,4.959838707,24.234,13.8001,7.571332525,8.27027027,0,0.704,368.6339551,12.72223785,14.379799,6.800162473,NA,5.073389557,5.467314293,1.388888889,98.61111111,24.234,4.5,0.919000064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,FERN03,14.85457738,13.1,5.953175662,27,7.21734023,31.95,24.0337,7.391130191,8.071856287,0,0.752272727,1494.231228,24.69583513,29.7379716,6.720259085,NA,14.18673142,7.742643386,2.352236123,97.64776388,31.95,4.625,0.947442108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,FERN06,12.224527,11.45,5.377749463,22,7.016113815,26.559,21.69363333,7.450147994,8.043803559,0,0.703150277,1047.107307,24.03428982,20.1764068,3.348551786,NA,11.07758127,6.930171045,1.898912974,98.10108702,26.559,3.566666667,0.870240003,1.51887282,1.882153022,1.011766849,4.358898944,1.640112924,1.22907811,3.36116828,0.411633593,0.023964777,0,0.043168643,516.0324888,8.621843053,4.384411566,2.187293733,10.58300524,0.963816789,1.115518522,2.214438387,2.214438387,1.22907811,2.0262856,0.07835762
17,FERN08,13.14275291,11.825,5.326791291,21.5,6.523536339,25.042,19.4623,7.072675221,8.230467415,0,0.661755952,810.8947935,15.4248449,17.70759415,5.28961429,NA,12.27570272,6.252686414,3.086570633,96.91342937,25.042,3.575,0.816641838,0.377900703,0.176776695,2.49995059,4.949747468,2.95710116,2.791657572,1.931745016,0.095510903,0.062139013,0,0.013679149,1068.736419,14.17817133,17.82693422,3.830699575,11.3137085,0.30682986,3.08140045,0.284200169,0.284200167,2.791657572,0.106066017,0.043683826
18,FERN10,9.767087161,9.02,5.11902985,22.5,6.275221231,25.98,16.10536,6.850028749,8.20556982,0,0.725796703,395.0511016,12.28541401,15.36338497,6.15940249,NA,9.054595491,5.94248755,5.176638822,94.82336118,25.98,4.125,0.926870707,2.786473588,3.082985566,1.369081923,2.121320344,1.938452221,0.816001225,2.702335844,0.176713943,0.154409887,0,0.118071292,86.07986972,4.001675988,0.398500159,0.066882978,5.656854249,2.558228781,1.347960166,1.772858603,1.772858603,0.816001225,1.378858223,0.015620706
19,FERN13,5.857760376,4.95,2.892677853,19,4.018395202,25.482,14.94335,7.964277578,8.213649852,0,0.75,346.9921145,10.141691,15.62492298,8.130151622,NA,5.134686246,3.888514463,0.052770449,99.94722955,25.482,9.1,0.833436385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,FERN15,12.76648386,11,4.526450523,21,5.468089246,23.724,19.46815,6.85834234,8.019900498,0,0.692,455.598705,14.77658967,15.40295759,4.470851565,NA,11.73094428,5.838666425,4.968553459,95.03144654,23.724,3.8,0.898959041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,FERNW7,8.88037243,8.825,4.337193827,23,6.387764864,24.812,15.835725,7.355170096,8.028985507,0,0.694435737,356.0057485,12.04716124,14.41226696,6.757377182,NA,7.935108179,5.243976872,1.590961962,98.40903804,24.812,3.925,0.847222151,0.108320998,1.378858223,0.612090069,4.242640687,0.529547054,5.207134337,2.025754862,0.299352264,0.0136639,0,0.033582031,82.49712583,2.346268695,0.900808028,2.165680818,2.828427125,0.304016693,0.901464996,1.272748527,1.272748528,5.207134337,0.318198052,0.099376691
22,GRSM50,9.395071455,8.375,5.421171694,27.5,6.619148439,32.239,16.79085,6.106935174,8.011965812,0,0.779917115,1231.669966,18.47315831,28.23298888,8.272064196,NA,7.371499896,5.553623713,14.49045603,85.50954397,32.239,4.8375,0.929658411,2.361436165,3.570889245,1.152215994,10.60660172,2.746133262,3.74766594,2.445811645,1.400387834,0.004834918,0,0.005813355,918.5324975,6.487006647,12.02248722,0.56835348,2.121320344,0.293100911,0.452479773,13.11902606,13.11902606,3.74766594,0.441941738,0.012107193
23,GRSM53,9.500238863,7.4,6.467680267,33.5,7.34230942,38.582,19.88,7.628669994,8.571231595,0,0.793421475,2811.531208,31.40970947,42.70949405,12.34679573,NA,8.685828677,8.174857573,0.954845881,99.04515412,38.582,10.45,0.938018719,2.340689668,2.687005769,0.867530372,6.363961031,2.034940975,0.861256059,2.656776954,0.320608361,0.735896196,0,0.027864993,126.1660153,0.259974031,1.285833511,0.538037316,0.707106781,2.032516476,0.420145404,0.958239181,0.958239177,0.861256059,0.777817459,0.028825791
24,GRSM55,9.742586272,8,6.173744141,32.33333333,7.342132302,36.683,21.518125,7.357862279,8.800128207,0,0.771161343,2126.645574,28.66070655,35.35138813,10.16122704,NA,8.256980754,7.085637368,2.147835292,97.85216471,36.683,8.958333333,0.935011646,1.24241574,1.481342297,0.455844639,3.511884584,1.26303796,1.61009596,3.345693176,0.490061716,1.307989217,0,0.053355368,285.9641086,5.964416335,6.903548643,0.903152623,1,1.608542449,1.153199152,1.705720545,1.705720548,1.61009596,1.140814767,0.012370831
25,GRSM57,11.4999643,9.525,6.657696662,32.66666667,8.17415141,36.953,23.62486667,7.042055684,8.024735499,0,0.744549289,2430.483574,32.51248812,36.73039529,10.00339798,NA,10.15243049,8.108579716,5.240021421,94.75997858,36.953,8.175,0.938190776,3.22938148,3.312570754,0.858719908,0.577350269,1.57347087,3.494491522,3.8892293,0.697655841,0.010806251,0,0.053599672,412.9287412,5.157487758,3.138462759,2.446813929,1,2.910827949,0.918728266,6.383137768,6.383137769,3.494491522,4.054858197,0.038125839
26,GRSM60,11.423586,10.7,5.971305043,30,7.45513427,31.534,20.0512,6.981808099,9.274111983,0,0.702320076,669.1979812,18.7431545,17.39360504,6.367138342,NA,9.936258169,6.233867783,4.127888987,95.87211102,31.534,5.3375,0.895462716,4.910349689,5.868986284,0.639928693,2.828427125,1.454972859,0.214960461,3.097233768,0.377626409,1.566979765,0,0.036493673,173.7439077,0.487766274,5.520088124,1.530127171,0.707106781,4.338481985,0.01106921,1.315161086,1.31516109,0.214960461,2.386485387,0.009963477
27,GRSM61,11.78441659,9.875,5.434014888,24,6.265499796,29.3885,21.2324375,6.568632371,8.012237279,0,0.701265295,1013.601272,19.60716101,23.63614697,6.578350341,NA,10.79846061,7.063807665,9.957739532,90.04226047,29.3885,5.925,0.950523162,0.60967388,0.530330086,0.278888858,0,1.012188038,1.267842459,0.812448014,1.499530368,0.004790961,0,0.034706437,729.0475406,7.343860522,9.33026499,0.485316246,0.707106781,0.421762488,0.63777084,12.72071793,12.72071793,1.267842459,1.202081528,0.001327001
28,GRSM64,7.360600846,5.941666667,4.605734874,21,5.195774314,33.67333333,18.559775,7.668395499,10.4999423,0,0.742871148,1343.165788,21.06953344,29.3161666,9.865193077,NA,6.564840874,6.296562846,1.062386373,98.93761363,33.67333333,10.01666667,0.873318856,1.031223812,1.437952827,1.011671439,6.08276253,1.876321243,0.36421468,1.32561698,0.262846605,4.234870126,0,0.008259411,518.7915399,2.383092216,7.350187665,1.078899392,1,1.003983502,0.489099948,0.813096431,0.813096431,0.36421468,2.268029615,0.032624835
29,GRSM65,7.37209715,5.8375,3.264860617,18,3.826966638,25.682,16.633575,7.202371044,8.083020671,0,0.65237069,301.1377844,11.87991277,12.31925068,6.110900286,NA,6.776978625,4.649782426,3.920573971,96.07942603,25.682,6.225,0.903623377,1.073980819,0.76013979,0.117659835,0,0.320979297,3.698168466,0.654215194,0.423867016,0.02325882,0,0.05638567,117.0114275,0.796501596,3.981033064,0.743551379,0.707106781,1.257623568,0.019127371,3.024184704,3.024184702,3.698168466,1.060660172,0.025796918
30,GRSM66,8.770522235,7.1,5.32180504,23.33333333,6.244612678,32.50533333,19.14646667,7.242873154,8.113958115,0,0.778056835,1217.894237,21.05162479,26.78809014,9.360457003,NA,7.5749869,6.406361415,2.31015314,97.68984686,32.50533333,8.258333333,0.913779554,2.738732877,2.12588217,1.817521575,8.020806277,2.381773238,2.436722047,3.445213748,0.461958184,0.082797145,0,0.033243141,575.4034168,6.709319039,6.377097615,1.37089785,1,2.572247111,1.747861378,1.503457361,1.503457363,2.436722047,1.988456269,0.013941111
31,GRSMW2,9.248063998,8.35,5.673589132,22,6.486717197,31.142,19.987375,6.564144464,8.04664723,0,0.7578125,594.2150898,15.40285685,18.89357274,8.841788077,NA,8.762316273,6.794509962,6.566121023,93.43387898,31.142,6.875,0.93407092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,GRSMXX,10.73120852,8.661666667,4.679580865,24,5.348278301,32.638,20.16628667,7.068970893,8.194655783,0,0.684782666,1036.454502,19.1955368,19.56738424,6.537139815,NA,9.732418377,5.860921498,4.333956497,95.6660435,32.638,4.815,0.870905619,2.714618186,2.376872361,2.048232463,5.416025603,2.583531118,6.319854587,3.237498603,0.694659451,0.260296087,0,0.086089129,1281.523038,12.82304852,14.68697444,1.9194436,7.041543391,2.590430403,2.414334448,3.605837306,3.605837305,6.319854587,0.502361092,0.056796519
33,HARV33,10.65799357,9.166666667,4.093800076,23.66666667,5.688488957,26.14066667,19.525425,7.569926518,8.303378321,0,0.672934473,763.542132,18.5569892,18.42434163,5.547079131,NA,10.0581377,5.840443446,1.266425665,98.73357434,26.14066667,4.9,0.923919617,2.883311512,2.820941037,0.245691534,2.516611478,1.16716112,0.725970615,3.483223199,0.330150174,0.456088446,0,0.031021258,632.7333445,8.611386744,6.740170423,1.739904254,1,2.929166309,0.820401014,1.133504155,1.133504155,0.725970615,1.221934941,0.008392549
34,HARV34,5.906980739,4.75,4.690094064,26,5.281602538,28.2145,13.1658875,7.019685387,8.037856526,0,0.771695403,811.3832985,13.57680239,23.33033639,8.613191906,NA,5.014162986,5.375866912,4.419345756,95.58065425,28.2145,5.9875,0.74101547,0.904540028,0.601040764,0.134431198,1.414213562,1.035905046,0.77993878,2.561441282,0.491431846,0.010022948,0,0.007111706,664.0761876,2.931285918,12.52620619,1.31740405,0.707106781,0.836198745,0.226881428,4.161255521,4.161255518,0.77993878,0.583363094,0.146993283
35,HARV35,7.194976235,6.2875,2.102969041,15,2.96337862,17.486,12.4201125,7.736939625,8.042383047,0,0.529312866,53.3914414,5.933695824,3.893633207,2.549635912,NA,6.525632362,3.040454194,0.990295108,99.00970489,17.486,3.325,0.747120329,0.300625101,0.618718434,0.568528127,1.414213562,0.814646745,0.772160605,0.117786312,0.372950904,0.022844553,0,0.013542542,32.57192922,1.434382352,1.996792101,0.517440925,0.707106781,0.381325268,0.52231799,1.400488772,1.400488775,0.772160605,0.459619408,0.079336684
36,HARV36,10.38290639,8.241666667,4.561582879,20,5.283290755,27.599,18.57768333,7.336344661,8.101054014,0,0.714145299,720.2920126,17.99009968,19.10051496,6.252108944,NA,9.642468206,6.010531072,1.761603456,98.23839655,27.599,5.883333333,0.941854251,0.860548973,0.538709879,0.116823131,1,0.254844456,1.842289065,1.458021204,0.323514721,0.085578296,0,0.011048228,370.1579355,5.26007374,4.478795107,1.041150762,1,1.169589836,0.549433362,0.773117207,0.773117204,1.842289065,0.678847062,0.024397501
37,HARV37,7.303229841,6.15,3.849669445,17,4.614202627,21.664,13.72225833,7.412906912,8.244772612,0,0.644602273,147.3842603,8.170763925,8.721657296,5.050390947,NA,6.748982267,4.754903974,1.489647073,98.51035293,21.664,4.225,0.88897584,1.83082962,2.13116752,1.117527148,2.645751311,1.167508532,1.178731946,0.691714557,0.157613291,0.314555026,0,0.014549782,56.91633327,1.899965363,1.795407576,0.639233706,1,1.94316754,0.782244799,0.810949117,0.810949117,1.178731946,0.651440711,0.046715268
38,HARV38,5.234977726,4.4,2.576346823,19,3.124751153,23.03133333,9.950483333,7.791562688,8.566387625,0,0.739571204,120.6157561,5.297712263,9.613450628,5.584911816,NA,4.508462833,2.971897065,0.503408742,99.49659126,23.03133333,4.258333333,0.759271239,0.735158118,0.93508021,0.609489699,8.544003745,1.124508934,4.374295981,0.491983514,0.063706236,0.713180293,0,0.050185032,6.190310098,0.426245089,0.125167973,1.751951743,1,0.671884939,0.118609379,0.385287335,0.385287335,4.374295981,0.700148794,0.026105043
39,HARV39,7.468398576,6.1625,3.836987086,19,4.423084297,24.2275,15.073125,7.209570653,8.289215687,0,0.699519231,362.8169307,12.86827349,13.8093815,6.357924599,NA,6.738104333,5.104724776,2.432422292,97.56757771,24.2275,5.525,0.911295882,2.04975901,1.573312588,0.070737076,0,0.139734059,1.494116629,2.897758945,0.010010202,0.298094035,0,0.034675429,86.4442721,0.483163765,3.580147274,1.679348167,0.707106781,2.067415184,0.244747808,0.163703174,0.163703175,1.494116629,0.671751442,0.027918891
40,HARV40,6.001521459,5.175,2.900704649,18,3.89799628,24.011,11.229725,7.87812178,8.079404467,0,0.724,186.5560646,7.641354742,11.32103186,5.291873135,NA,5.586800878,4.074109941,0.173568063,99.82643194,24.011,4.525,0.800397152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,HARV41,8.412533081,7.316666667,3.909546619,18,4.634444353,21.308,13.90889167,7.138266719,10.59299514,0,0.695657467,241.4120674,9.706010947,11.50999038,4.993879637,NA,7.651861493,4.861989702,4.218989191,95.78101081,21.308,4.316666667,0.917441803,1.691030919,1.429670708,1.224677769,3.605551275,1.577502238,1.545832138,2.034579063,0.670031523,4.291240974,0,0.023461938,139.2766518,3.219463357,3.423940176,1.019359884,1,1.527749306,1.150319487,4.851132023,4.851132024,1.545832138,0.550757055,0.032809668
42,HARV42,6.165314742,5,3.127478276,14,3.451230336,23.461,13.07568333,7.430260322,8.678727938,0,0.717541667,301.6139514,9.275971703,12.72725086,6.602599242,NA,5.622992567,4.237026989,1.448518837,98.55148116,23.461,5.208333333,0.842958353,1.447505973,1.637070554,1.616528571,7.810249676,2.203069166,0.443169268,1.427699391,0.403977342,0.984213293,0,0.030072915,323.4926645,5.323371582,7.21406915,0.151432177,1,1.342302566,1.57652188,1.15418722,1.154187221,0.443169268,0.635577166,0.080068206
43,HARV43,8.513780894,7.991666667,2.874639398,16.66666667,3.542564295,19.88966667,13.72546667,7.570494734,8.441355655,0,0.659475108,71.32681137,5.865110779,5.621297257,3.784161616,NA,7.830020495,3.604636568,2.598871391,97.40112861,19.88966667,4.033333333,0.887246885,1.839271004,1.932668708,0.428835272,3.214550254,0.526825228,1.209939806,1.848431439,0.65674588,0.388854242,0,0.007419388,44.48260909,1.638474239,2.303878964,0.992182442,1,1.789169224,0.367606137,4.345840352,4.345840351,1.209939806,1.183832055,0.01958506
44,HARV44,6.977456451,5.766666667,3.346047716,16,3.862412347,21.10566667,13.26010833,7.618584505,8.304665661,0,0.668704906,204.2954059,8.928672515,8.891806351,4.918353728,NA,6.413793341,4.339552515,0.747183074,99.25281693,21.10566667,4.816666667,0.871747758,1.223415421,1.064287712,1.195756236,4.358898944,1.197197264,1.694230602,1.712306603,0.213489524,0.224328377,0,0.016264611,231.1136703,5.311999137,6.328321617,1.052627179,1,1.273585073,1.357526924,0.488447478,0.48844748,1.694230602,0.493921384,0.042071042
45,HARV45,9.471663064,7.6,4.971303782,21.33333333,5.876800265,24.76466667,17.18954167,7.085059114,8.472219802,0,0.687678063,636.7491224,16.5905757,17.65841516,6.166196506,NA,8.91641655,6.264576105,2.856716185,97.14328382,24.76466667,5.991666667,0.946515253,0.557848509,0.195256242,0.592998589,0.577350269,0.701215349,1.352080742,0.852392234,0.412275519,0.509853679,0,0.01857664,374.6027792,5.891358819,6.309939231,1.151185492,1,0.477857366,0.79301754,1.213388428,1.213388426,1.352080742,1.33002193,0.019996096
46,HARV47,6.969679524,5.8875,3.553808632,20,4.710173478,20.546,12.3123875,7.382763919,8.219162898,0,0.6875,229.3104143,8.215936042,12.63813016,5.08468695,NA,6.073214488,4.016463929,2.322915356,97.67708465,20.546,4.0875,0.886183519,1.95248473,1.325825215,0.362067284,2.828427125,0.142851702,1.855448194,3.310656272,0.777057482,0.000304805,0,0.123743687,28.59583579,0.999880241,1.781345001,1.8358112,0.707106781,1.909204134,0.712155497,3.155644351,3.155644344,1.855448194,1.11369318,0.064138309
47,HARV48,7.802830053,7.008333333,3.191510266,15.33333333,3.731290681,21.78366667,12.10676667,7.797209384,11.63426493,0,0.719818903,144.6130119,6.761618803,9.071342693,4.544754666,NA,7.340262163,4.083616982,0.585696365,99.41430364,21.78366667,4.316666667,0.888219631,1.629937406,1.593999164,0.051305948,1.527525232,0.433321222,1.658856936,2.485805646,0.283778931,3.643447705,0,0.050862804,125.2162306,2.56838987,4.278991787,0.28658065,1,1.657018918,0.364568502,0.409995175,0.409995173,1.658856936,0.200520157,0.010971486
48,HARV49,6.702776526,5.875,2.248075347,13.33333333,2.796122221,20.21366667,11.42328333,7.822214475,8.141649926,0,0.677404401,74.49237992,5.455449957,6.567740026,4.036321059,NA,6.136194527,3.236302095,0.399031871,99.60096813,20.21366667,3.75,0.80245981,1.834215348,2.00514962,0.71745353,4.509249753,0.970045509,1.001104057,2.168432045,0.161542193,0.137533697,0,0.045885502,14.9085685,1.11147673,1.075859849,0.731398058,1,1.752549619,0.624638473,0.347713207,0.347713203,1.001104057,0.281735692,0.069116137
49,HARV50,5.831953653,4.675,2.998107581,19.33333333,3.485516448,24.70766667,11.83516667,7.754061307,8.282979668,0,0.751065613,245.8791582,8.027923236,13.17603367,6.206978108,NA,5.321634746,4.127622331,0.754969084,99.24503091,24.70766667,6.05,0.805438084,0.351819512,0.3,0.62902614,5.686240703,0.969961408,2.747479269,0.085230219,0.147942788,0.366345375,0,0.013577602,102.6795078,0.554584257,3.380540104,0.525797057,1,0.333242151,0.553155219,0.715653519,0.715653522,2.747479269,0.264575131,0.064767075
50,HARV51,6.180274374,4.9,3.046467461,14.33333333,3.121293092,21.92033333,12.66273333,7.615463896,8.17760167,0,0.707772014,185.7417111,7.466315263,10.48026206,5.95671462,NA,5.53878125,3.976714371,0.803658453,99.19634155,21.92033333,4.65,0.821204038,1.127020449,1.053861945,1.018177599,1.154700538,0.980137309,0.698645356,2.680764323,0.258401709,0.185489396,0,0.035721749,122.0058786,3.318304984,4.385063727,0.131881347,1,1.036472754,0.744787305,0.647865114,0.647865116,0.698645356,0.883529852,0.122541017
51,HARV52,9.267644274,8.858333333,2.58875264,16,3.010984284,22.46966667,13.61936667,7.772302466,8.3498166,0,0.64890975,61.34941557,5.71319446,5.025894942,3.66748328,NA,8.641288978,3.550687025,1.073308467,98.92669153,22.46966667,3.075,0.776133911,1.753510463,1.953895681,0.409485135,1,0.406998728,1.503040031,1.55191483,0.396525475,0.407176594,0,0.01831889,36.88038276,1.484834603,1.723099881,0.560571714,1,1.606845876,0.37304257,1.838048187,1.83804819,1.503040031,0.534438958,0.026361399
52,MLBS60,9.528152788,8.6,3.226191255,16,4.197093507,16.87233333,13.46720333,6.68178814,8.215170897,0,0.654166667,78.60192811,6.329257892,6.002286894,2.565164074,NA,8.495586785,3.94131209,5.28092289,94.71907711,16.87233333,2.861666667,0.888562104,1.313372365,1.261942946,0.41003831,0,0.462719298,0.24759308,0.867676759,0.589671101,0.117839653,0,0.018055556,34.11876787,1.049140733,1.634553688,0.523246458,1,1.058585502,0.457319265,3.529196045,3.529196043,0.24759308,0.321571661,0.001248761
53,MLBS62,6.774451771,5.775,3.216583997,14.5,4.107792612,20.455,12.775475,7.433949691,8.907536324,0,0.673125,295.4538393,10.86911226,10.02114343,4.603877265,NA,6.293347245,4.427838409,1.718981366,98.28101863,20.455,3.6625,0.828509818,1.665687029,1.838477631,0.964180837,3.535533906,2.054465799,1.689985207,4.47549095,0.814713867,0.042134197,0,0.00265165,361.9245997,10.34721835,6.835270108,0.189049349,0.707106781,1.667160224,1.786053733,2.409415714,2.409415714,1.689985207,0.724784451,0.041370536
